,VendorNumber,VendorName,Brand,Description,ActualPrice,PurchasePrice,SalesPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollar,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
3061,17031,FLAG HILL WINERY & VINEYARD,5643,Flag Hill Blueberry Liqueur,14.99,10.71,14.99,375,1217,13034.070000000002,1168.0,17508.32,457.2,4474.249999999998,25.55499328319335,0.9597370583401807,1.3432734364630539,10.71,Medium,524.7900000000001
3062,8673,STE MICHELLE WINE ESTATES,17134,Ch Ste Michelle Indn Wls Red,15.99,9.8,17.99,750,1330,13034.0,1303.0,21352.97,144.78,8318.970000000001,38.95931104666002,0.9796992481203007,1.6382514960871568,9.8,Medium,264.6
3063,10754,PERFECTA WINES,16655,Dom Bousquet Cab Svgn Mendza,10.99,7.23,10.99,750,1802,13028.460000000001,2197.0,24776.03,244.51000000000002,11747.569999999998,47.41506205796489,1.2192008879023308,1.9016852337114285,7.23,Large,-2855.8500000000004
3064,8004,SAZERAC CO INC,9129,Peychaud's Bitters,4.99,3.84,4.99,150,3390,13017.6,3337.0,16651.63,532.14,3634.0300000000007,21.823869495058446,0.9843657817109145,1.279162825712881,3.8400000000000003,Large,203.51999999999998
3065,4425,MARTIGNETTI COMPANIES,31070,Treana Red Calif,24.99,12.98,26.99,750,1001,12992.98,997.0,29928.03,110.83,16935.05,56.58591627982196,0.996003996003996,2.303399989840668,12.98,Medium,51.92
3066,4425,MARTIGNETTI COMPANIES,12113,Peter Lehmann Layers White,7.99,5.29,7.99,750,2456,12992.24,2456.0,19623.44,274.18,6631.199999999999,33.79224030037547,1.0,1.5103969754253308,5.29,Large,0.0
3067,3252,E & J GALLO WINERY,16393,Alamos Red Mendoza,9.99,4.66,9.99,750,2788,12992.08,2727.0,25449.13,302.85,12457.050000000001,48.948824576714415,0.9781205164992827,1.9588187572736622,4.66,Large,284.26
3068,1590,DIAGEO CHATEAU ESTATE WINES,11310,Beaulieu Tapestry 05 Rsv,58.99,38.31,58.99,750,339,12987.09,224.0,13565.76,24.87,578.6700000000001,4.2656659118250655,0.6607669616519174,1.0445573257750582,38.31,Medium,4405.650000000001
3069,2000,SOUTHERN WINE & SPIRITS NE,33963,Falesco Vitiano Umbria,11.99,4.6,6.99,750,2822,12981.2,2948.0,22419.52,329.68,9438.32,42.09867115799089,1.0446491849751949,1.7270760792530737,4.6000000000000005,Large,-579.5999999999999
3070,8892,TRINCHERO FAMILY ESTATES,42386,Sycamore Lane Pnt Grigio Cal,8.49,5.66,8.49,1500,2291,12967.06,2235.0,18975.149999999998,502.11,6008.089999999998,31.66293810589112,0.975556525534701,1.4633347883020513,5.66,Large,316.96000000000004
3071,10754,PERFECTA WINES,10062,Terroirs du Rhone,8.99,6.03,8.99,750,2148,12952.44,2029.0,18518.71,225.11,5566.269999999999,30.057547204961892,0.9445996275605214,1.4297468276247562,6.03,Large,717.57
3072,4425,MARTIGNETTI COMPANIES,16918,Villa Pozzi Moscato,9.99,5.8,8.99,750,2233,12951.4,2161.0,21182.39,240.51000000000002,8230.99,38.85770208177642,0.967756381549485,1.6355289775622712,5.8,Large,417.59999999999997
3073,2242,DELICATO VINEYARDS INC,19191,Noble Vines 1 Red Blend,11.99,6.53,11.99,750,1981,12935.93,2005.0,24762.95,222.58,11827.02,47.76094932146614,1.012115093387178,1.9142767470139372,6.53,Large,-156.72
3074,3924,HEAVEN HILL DISTILLERIES,1025,Fulton's Harvest Pumpkin Liq,6.99,5.26,9.99,750,2458,12929.08,2526.0,25147.74,1988.95,12218.660000000002,48.58750726705462,1.0276647681041498,1.9450525482091534,5.26,Large,-357.68
3075,3252,E & J GALLO WINERY,18860,Barefoot Refresh Summer Red,5.99,3.86,5.99,750,3349,12927.14,3381.0,20033.19,375.56,7106.049999999999,35.471385236200526,1.0095550910719617,1.5497000883412726,3.86,Large,-123.52
3076,2555,DISARONNO INTERNATIONAL LLC,1065,DiSaronno Cavalli Collection,12.99,10.07,12.99,50,1283,12919.81,1687.0,21914.13,85.49000000000001,8994.320000000002,41.04347286431175,1.3148869836321122,1.6961650364827348,10.07,Medium,-4068.28
3077,3252,E & J GALLO WINERY,6314,Livingston Burgundy Calif,11.99,7.74,11.99,3000,1669,12918.06,1637.0,19627.63,736.65,6709.5700000000015,34.18431058665769,0.9808268424206111,1.5193945530520838,7.739999999999999,Large,247.68
3078,4425,MARTIGNETTI COMPANIES,41589,Paul Hobbs Cross Cab Svgn,49.99,34.24,49.99,750,377,12908.48,292.0,14597.08,32.53,1688.6000000000004,11.56806703806515,0.7745358090185677,1.130813232851583,34.24,Medium,2910.4
3079,3664,WILLIAM GRANT & SONS INC,555,Art In The Age Sage,29.99,21.73,29.99,750,594,12907.619999999999,652.0,20027.48,514.24,7119.860000000001,35.55045367664829,1.0976430976430978,1.5516013021765438,21.729999999999997,Medium,-1260.34
3080,3960,DIAGEO NORTH AMERICA INC,1740,Glenkinchie 12 YO Scotch,59.99,40.71,59.99,750,317,12905.07,318.0,18790.82,250.84,5885.75,31.322475549230955,1.003154574132492,1.4560804397031555,40.71,Medium,-40.71
3081,9815,WINE GROUP INC,15392,Cupcake Riesling,8.99,4.96,8.49,750,2601,12900.960000000001,2530.0,20423.7,280.62,7522.74,36.83338474419424,0.9727028066128413,1.5831147449492131,4.96,Large,352.16
3082,480,BACARDI USA INC,803,Bacardi Gold Rum,12.99,9.92,12.99,1000,1300,12896.0,1250.0,16410.0,1312.5,3514.0,21.41377209018891,0.9615384615384616,1.2724875930521091,9.92,Medium,496.0
3083,6785,PALM BAY INTERNATIONAL INC,32367,Cavit Pinot Noir Delle Vene,6.99,3.94,8.99,750,3272,12891.68,3242.0,23083.58,360.28000000000003,10191.900000000001,44.15216357254811,0.9908312958435208,1.790579660680377,3.94,Large,118.2
3084,3252,E & J GALLO WINERY,3635,New Amsterdam 100* Vodka,15.99,9.41,12.99,750,1369,12882.29,1027.0,13340.73,810.1700000000001,458.4399999999987,3.4363936606167633,0.75018261504748,1.0355868405384445,9.41,Medium,3218.2200000000003
3085,4425,MARTIGNETTI COMPANIES,46422,Hob Nob Chard,9.99,6.57,9.99,750,1960,12877.2,2095.0,20716.05,232.93,7838.8499999999985,37.83950125627231,1.0688775510204083,1.6087387009598357,6.57,Large,-886.95
3086,4425,MARTIGNETTI COMPANIES,44838,Flora Springs Cab Svgn Napa,32.99,21.42,37.99,750,601,12873.420000000002,547.0,20780.530000000002,60.47,7907.110000000001,38.050569451308505,0.9101497504159733,1.614219842124315,21.42,Medium,1156.68
3087,1128,BROWN-FORMAN CORP,2148,Canadian Mist Traveler,7.99,5.96,7.99,750,2158,12861.68,3006.0,23178.94,2369.63,10317.259999999998,44.51135384102983,1.3929564411492121,1.8021704785066957,5.96,Large,-5054.08
3088,3252,E & J GALLO WINERY,13933,Canyon Rd Pnt Grigio,8.99,5.91,8.99,1500,2176,12860.16,2146.0,19292.54,482.6,6432.380000000001,33.341281137683275,0.9862132352941176,1.5001788469194786,5.91,Large,177.3
3089,653,STATE WINE & SPIRITS,23255,Balletto Vyds Pnt Gris,11.99,7.94,11.99,750,1617,12838.98,2560.0,30694.4,284.53000000000003,17855.420000000002,58.1715883027523,1.583178726035869,2.390719511986155,7.9399999999999995,Large,-7487.42
3090,9165,ULTRA BEVERAGE COMPANY LLP,21883,Chusclan Les Genets CDR,7.99,4.6,6.99,750,2786,12815.6,2786.0,19474.14,312.28000000000003,6658.539999999999,34.19170243204578,1.0,1.5195652173913043,4.6000000000000005,Large,0.0
3091,4425,MARTIGNETTI COMPANIES,26374,Orin Swift Papillon Red,62.99,43.44,62.99,750,295,12814.8,277.0,17448.23,30.86,4633.43,26.55530102480309,0.9389830508474576,1.3615686549926649,43.44,Medium,781.92
3092,3252,E & J GALLO WINERY,13695,Red Rock Winery Malbec,8.99,6.16,8.99,750,2077,12794.32,2168.0,21334.32,240.45000000000002,8540.0,40.029398640312884,1.0438131921039961,1.6674836958900512,6.16,Large,-560.5600000000001
3093,4425,MARTIGNETTI COMPANIES,45392,Norton RSV Malbec Mendoza,18.99,12.25,18.99,750,1043,12776.75,997.0,18933.03,110.53,6156.279999999999,32.5160843245904,0.9558964525407478,1.4818345823468408,12.25,Medium,563.5
3094,1392,CONSTELLATION BRANDS INC,26818,Ravenswood Znfdl Napa,18.99,10.45,16.99,750,1219,12738.550000000001,1224.0,21100.76,135.53,8362.209999999997,39.62989958655517,1.0041017227235438,1.6564491249004005,10.450000000000001,Medium,-52.25
3095,3089,PARK STREET IMPORTS LLC,2158,Sortilege Liqueur,16.99,12.4,19.99,375,1027,12734.800000000001,665.0,13293.349999999999,260.8,558.5499999999975,4.201724922611663,0.6475170399221032,1.0438601312937774,12.4,Medium,4488.8
3096,10000,MAJESTIC FINE WINES,32604,Kendall Jackson Vt RSV Syrah,11.99,6.5,9.95,750,1959,12733.5,1863.0,20758.61,206.53,8025.110000000001,38.6591876816415,0.9509954058192955,1.6302359916755016,6.5,Large,624.0
3097,7245,PROXIMO SPIRITS INC.,2902,Stranahan's Colorado Whiskey,49.99,37.0,46.99,750,344,12728.0,787.0,38865.130000000005,620.95,26137.130000000005,67.2508492831492,2.2877906976744184,3.053514299182904,37.0,Medium,-16391.0
3098,6213,MHW LTD,4124,Blue Chair Bay Banana Cream,0.99,0.72,0.99,50,17663,12717.36,14610.0,14463.9,764.11,1746.539999999999,12.075166448883074,0.8271528052992131,1.137335107286418,0.7200000000000001,Large,2198.16
3099,1392,CONSTELLATION BRANDS INC,21957,Cooks Spumante,6.99,4.82,6.99,750,2638,12715.16,2539.0,18621.61,283.16,5906.450000000001,31.71825636988424,0.9624715693707354,1.4645203048958881,4.82,Large,477.18
3100,8112,MOET HENNESSY USA INC,35967,Cloudy Bay Chard Marlboro,24.99,15.75,24.99,750,807,12710.25,597.0,14153.029999999999,66.39,1442.7799999999988,10.19414217308943,0.7397769516728625,1.1135131094982396,15.75,Medium,3307.5
3101,8320,SHAW ROSS INT L IMP LTD,43124,Gekkeikan Nigori Sake,5.99,4.1,5.99,300,3098,12701.800000000001,3102.0,18580.98,136.24,5879.1799999999985,31.64084994440551,1.0012911555842479,1.462861956573084,4.1000000000000005,Large,-16.4
3102,12546,JIM BEAM BRANDS COMPANY,1932,Jim Beam Devils Cut Bourbon,0.99,0.71,0.99,50,17841,12667.11,16608.0,16441.920000000002,868.0600000000001,3774.8100000000013,22.95845010801659,0.9308895241298134,1.2980008857584722,0.7100000000000001,Large,875.43
3103,9165,ULTRA BEVERAGE COMPANY LLP,24497,Killibinbin Seduction Cab Sv,14.99,8.1,12.99,750,1562,12652.2,1559.0,19121.41,172.95000000000002,6469.209999999999,33.832285380628306,0.9980793854033291,1.5113110763345503,8.1,Large,24.299999999999997
3104,6785,PALM BAY INTERNATIONAL INC,19244,Trimbach Riesling,17.99,12.07,17.99,750,1047,12637.29,1071.0,18912.289999999997,118.63,6274.999999999996,33.17948275962349,1.0229226361031518,1.4965463323228316,12.07,Medium,-289.68
3105,7153,PINE STATE TRADING CO,31561,Fess Parker Snt Barbr Pnt Nr,22.99,15.17,21.99,750,832,12621.439999999999,830.0,18821.7,92.05,6200.260000000002,32.94208280867298,0.9975961538461539,1.491248225242128,15.169999999999998,Medium,30.34
3106,90058,ZORVINO VINEYARDS,25125,Zorvino Vyds Mango Magnifico,12.49,8.55,12.49,750,1476,12619.8,1299.0,16224.51,143.35,3604.710000000001,22.217681766660448,0.8800813008130082,1.2856392335853184,8.549999999999999,Medium,1513.3500000000001
3107,1392,CONSTELLATION BRANDS INC,38180,Rex Goliath Merlot,7.99,3.97,5.99,750,3175,12604.75,3229.0,20317.71,359.04,7712.959999999999,37.961758485577356,1.017007874015748,1.6119090025585592,3.97,Large,-214.38000000000002
3108,90024,VINILANDIA USA,41927,Ch Lamothe de Haux Brdx Wh,13.99,9.14,15.99,750,1377,12585.78,1344.0,20154.56,149.21,7568.780000000001,37.55368512138196,0.9760348583877996,1.6013755206272475,9.14,Medium,301.62
3109,4425,MARTIGNETTI COMPANIES,26739,Chalk Hill Chard RRV,49.99,27.58,39.99,750,456,12576.48,442.0,17940.58,49.06,5364.100000000002,29.899256322816775,0.9692982456140351,1.426518389883338,27.58,Medium,386.12
3110,4425,MARTIGNETTI COMPANIES,18578,O'Shaugnessey Cab Svgn Howel,79.99,52.62,89.99,750,239,12576.18,373.0,33566.27,41.64,20990.089999999997,62.533281177801406,1.5606694560669456,2.669035430472528,52.620000000000005,Medium,-7051.08
3111,10754,PERFECTA WINES,36843,Frey Cab Svgn Organic Mendcn,16.99,11.25,18.99,750,1117,12566.25,1083.0,17951.17,120.15,5384.919999999998,29.99759904229083,0.9695613249776186,1.42852243111509,11.25,Medium,382.5
3112,1587,VINEYARD BRANDS INC,32074,Warre's Kings Tawny Porto,12.99,8.6,12.99,750,1461,12564.6,1409.0,18302.91,155.59,5738.3099999999995,31.35189977987107,0.9644079397672827,1.4567045508810468,8.6,Medium,447.2
3113,4425,MARTIGNETTI COMPANIES,15161,Groth Rsv Cab Svgn Napa Vly,99.99,68.96,99.99,750,182,12550.72,175.0,17948.25,19.4,5397.530000000001,30.0727368963548,0.9615384615384616,1.4300573990974224,68.96,Medium,482.71999999999997
3114,4425,MARTIGNETTI COMPANIES,25503,Bouchaine Terraces Vyd Pnt N,24.99,16.33,24.99,750,768,12541.44,695.0,17368.05,77.25,4826.609999999999,27.790166426282738,0.9049479166666666,1.384852935548071,16.330000000000002,Medium,1192.09
3115,480,BACARDI USA INC,4881,Bacardi Twin Pack 2/750mls,19.99,14.81,19.99,750,846,12529.26,3410.0,67253.9,2686.63,54724.63999999999,81.37021050080367,4.030732860520095,5.367747177407125,14.81,Medium,-37972.840000000004
3116,2000,SOUTHERN WINE & SPIRITS NE,32137,F Coppola Diamond Znfd,15.99,9.39,14.99,750,1334,12526.26,1438.0,21723.62,158.93,9197.359999999999,42.33806336144712,1.077961019490255,1.73424629538266,9.39,Medium,-976.5600000000001
3117,4425,MARTIGNETTI COMPANIES,21573,Casal Garcia Vinho Verde Ros,6.99,4.76,7.99,750,2630,12518.8,2538.0,18911.62,282.74,6392.82,33.80366145258841,0.9650190114068441,1.5106575710131962,4.76,Large,437.91999999999996
3118,1587,VINEYARD BRANDS INC,35130,C Back Goats Do Roam Rouge,8.99,5.51,10.99,750,2271,12513.210000000001,2245.0,19281.55,249.61,6768.339999999998,35.10267587408688,0.9885512989872303,1.5408955815494183,5.510000000000001,Large,143.26
3119,8112,MOET HENNESSY USA INC,3952,Belvedere Mango Passion,22.99,16.42,26.99,750,762,12512.039999999999,1119.0,23559.809999999998,882.19,11047.769999999999,46.8924409831828,1.468503937007874,1.8829711222150824,16.419999999999998,Medium,-5861.9400000000005
3120,1590,DIAGEO CHATEAU ESTATE WINES,11067,Sterling Chard,15.99,8.24,11.95,750,1518,12508.32,2507.0,40275.33,278.45,27767.010000000002,68.94297327917612,1.6515151515151516,3.2198832457116544,8.24,Large,-8149.360000000001
3121,3924,HEAVEN HILL DISTILLERIES,3162,Burnett's Peach Vodka,0.99,0.76,0.99,50,16450,12502.0,19371.0,19177.29,1007.11,6675.290000000001,34.808307117429,1.1775683890577509,1.533937769956807,0.76,Large,-2219.96
3122,7153,PINE STATE TRADING CO,24603,Zeni 11 Amarone Classico,29.99,20.13,29.99,750,620,12480.6,595.0,17844.05,65.87,5363.449999999999,30.057358054925864,0.9596774193548387,1.4297429610755892,20.13,Medium,503.25
3123,6785,PALM BAY INTERNATIONAL INC,24018,Fontanafredda Barolo Serralu,36.99,24.99,36.99,1000,499,12470.01,530.0,19604.7,79.5,7134.6900000000005,36.39275275826715,1.062124248496994,1.5721478972350464,24.990000000000002,Medium,-774.6899999999999
3124,7153,PINE STATE TRADING CO,23947,Ch Larose Trintaudon 09,23.99,15.48,23.99,750,805,12461.4,777.0,18640.23,86.32000000000001,6178.83,33.14782060092607,0.9652173913043478,1.4958375463431075,15.48,Medium,433.44
3125,3252,E & J GALLO WINERY,36153,Edna Valley Paragon Pnt Nr,13.99,9.58,13.99,750,1300,12454.0,1276.0,16405.24,141.59,3951.2400000000016,24.08523130414429,0.9815384615384616,1.3172667416091217,9.58,Medium,229.92000000000002
3126,3960,DIAGEO NORTH AMERICA INC,7788,Piehole Apple Pie,12.99,7.96,14.99,750,1564,12449.44,1556.0,21978.44,1226.41,9528.999999999998,43.356125366495526,0.9948849104859335,1.7654159544525696,7.96,Large,63.68
3127,4425,MARTIGNETTI COMPANIES,43043,Yellow Tail Rsl,6.99,4.51,6.99,750,2758,12438.58,2848.0,21859.52,316.45,9420.94,43.09765264745063,1.0326323422770123,1.7573967446444851,4.51,Large,-405.9
3128,10754,PERFECTA WINES,23153,Butternut Pnt Nr Cal,8.79,6.02,12.99,750,2065,12431.3,1432.0,20259.68,158.91,7828.380000000001,38.64019569904362,0.6934624697336562,1.6297314037952588,6.02,Large,3810.66
3129,17035,PERNOD RICARD USA,143,Chivas Regal,37.99,29.59,38.99,1000,420,12427.8,424.0,15709.76,445.2,3281.960000000001,20.89121667040108,1.0095238095238095,1.2640821384315808,29.59,Medium,-118.36
3130,2242,DELICATO VINEYARDS INC,15139,Massimo Malbec Mendoza,9.99,6.66,13.99,750,1865,12420.9,1853.0,19375.47,205.69,6954.5700000000015,35.8936841274044,0.9935656836461126,1.5599087022679516,6.66,Large,79.92
3131,7245,PROXIMO SPIRITS INC.,3662,Three Olives Blueberry Vodka,14.99,8.75,11.99,750,1418,12407.5,2145.0,24990.55,1690.28,12583.05,50.35123276598554,1.5126939351198871,2.014148700382833,8.75,Medium,-6361.25
3132,8352,LUXCO INC,5536,St Brendans Irish Cream,1.49,1.15,1.49,50,10789,12407.35,10338.0,15403.619999999999,531.6,2996.2699999999986,19.45172628252319,0.9581981647974789,1.241491535259342,1.1500000000000001,Large,518.65
3133,3960,DIAGEO NORTH AMERICA INC,2868,Mortlach Single Malt Scotch,94.99,70.86,94.99,750,175,12400.5,184.0,19488.16,145.22,7087.66,36.36905690429471,1.0514285714285714,1.5715624369985082,70.86,Medium,-637.74
3134,1392,CONSTELLATION BRANDS INC,18758,Mouton Cadet Sauvignon Blanc,9.99,6.62,10.99,750,1873,12399.26,1813.0,20190.87,200.63,7791.609999999999,38.58976854390128,0.9679658302189001,1.6283931460425862,6.62,Large,397.2
3135,3252,E & J GALLO WINERY,14690,Bridlewood Pnt Nr Monterey C,13.99,6.84,9.99,750,1809,12373.56,2115.0,22869.85,235.55,10496.289999999999,45.8957535794944,1.1691542288557213,1.8482837598880193,6.84,Large,-2093.04
3136,8352,LUXCO INC,8351,Arrow Kirsch,10.99,8.26,10.99,750,1496,12356.960000000001,1549.0,17023.510000000002,1222.13,4666.550000000001,27.412384402511584,1.035427807486631,1.3776454726728904,8.26,Medium,-437.78
3137,4425,MARTIGNETTI COMPANIES,43308,Penfolds Koonunga Hil Shiraz,9.99,6.89,11.99,750,1792,12346.880000000001,2209.0,26953.91,245.0,14607.029999999999,54.19261992044938,1.2327008928571428,2.183054342473564,6.890000000000001,Large,-2873.1299999999997
3138,12546,JIM BEAM BRANDS COMPANY,1390,Makers Mark,35.99,27.06,35.99,1000,456,12339.36,421.0,15549.79,442.05,3210.4300000000003,20.646130912378883,0.9232456140350878,1.2601779995072677,27.060000000000002,Medium,947.0999999999999
3139,7153,PINE STATE TRADING CO,11199,Carpene Malvolti Prosecco,14.99,9.8,16.99,750,1259,12338.199999999999,1143.0,18305.57,126.79,5967.370000000001,32.59865713004294,0.9078633836378078,1.4836499651488873,9.799999999999999,Medium,1136.8000000000002
3140,3252,E & J GALLO WINERY,17485,Barefoot Cellars Red Moscato,10.99,7.53,11.99,1500,1638,12334.14,1384.0,13829.16,309.72,1495.0200000000004,10.810634919257572,0.8449328449328449,1.1212099100545316,7.529999999999999,Large,1912.6200000000001
3141,7239,REMY COINTREAU USA INC,6322,Rene Junot Red,11.99,8.16,11.99,1500,1506,12288.960000000001,1498.0,18972.02,334.3,6683.0599999999995,35.22587473553159,0.9946879150066401,1.5438263286722391,8.16,Large,65.28
3142,4425,MARTIGNETTI COMPANIES,46694,Santa Margherita Chianti Cls,23.99,16.1,23.99,750,763,12284.3,610.0,15902.9,67.47,3618.6000000000004,22.75434040332267,0.799475753604194,1.2945711192334932,16.099999999999998,Medium,2463.3
3143,9819,TREASURY WINE ESTATES,17867,Beringer Classic Wh Zin Mosc,5.99,3.22,6.99,750,3809,12264.98,3831.0,22619.69,426.5,10354.71,45.777417816070866,1.0057757941716987,1.844250051773423,3.2199999999999998,Large,-70.84
3144,3252,E & J GALLO WINERY,45876,Frei Bros RSV Svgn Bl RRV,14.99,10.34,14.99,750,1186,12263.24,1236.0,19671.64,137.18,7408.4,37.66030691899608,1.042158516020236,1.604114410221116,10.34,Medium,-517.0
3145,4425,MARTIGNETTI COMPANIES,25708,Schramsberg Blanc de Blancs,33.99,21.85,34.99,750,561,12257.85,506.0,18592.940000000002,56.120000000000005,6335.090000000002,34.072556572548514,0.9019607843137255,1.516819018017026,21.85,Medium,1201.75
3146,4425,MARTIGNETTI COMPANIES,13949,Cade Cab Svgn Napa Cuvee,56.99,39.03,56.99,750,314,12255.42,265.0,19098.35,29.42,6842.9299999999985,35.82995389654079,0.8439490445859873,1.5583594850278488,39.03,Medium,1912.47
3147,4692,KOBRAND CORPORATION,28122,Dom Carneros Pnt Nr Napa Vly,22.99,14.28,22.99,750,856,12223.68,854.0,19517.46,94.87,7293.779999999999,37.37053899431586,0.9976635514018691,1.5966926490222255,14.280000000000001,Medium,28.56
3148,9552,M S WALKER INC,18787,Rio Madre Rioja Graciano,11.99,6.89,11.99,750,1773,12215.970000000001,1794.0,19948.06,199.13,7732.09,38.76111260944673,1.011844331641286,1.6329493278061422,6.890000000000001,Large,-144.69
3149,3252,E & J GALLO WINERY,6361,Totts Extra Dry,7.99,5.4,7.99,750,2261,12209.4,2259.0,18049.41,253.35000000000002,5840.01,32.35568364838519,0.9991154356479434,1.4783208020050125,5.3999999999999995,Large,10.8
3150,2242,DELICATO VINEYARDS INC,15252,Bota Mini Chard,3.99,2.61,3.99,500,4676,12204.36,4670.0,18633.3,353.69,6428.939999999999,34.502423081257746,0.9987168520102652,1.5267740381306352,2.6100000000000003,Large,15.66
3151,4425,MARTIGNETTI COMPANIES,33028,Rombauer Cab Svgn Napa,44.99,30.4,54.99,750,401,12190.4,387.0,20626.13,42.910000000000004,8435.730000000001,40.89826836153947,0.9650872817955112,1.6919978015487598,30.4,Medium,425.59999999999997
3152,2000,SOUTHERN WINE & SPIRITS NE,37601,Hardys Cab Svgn Ausl,19.99,9.2,13.99,3000,1321,12153.2,1303.0,19711.97,586.35,7558.77,38.34609123289047,0.9863739591218774,1.6219571800019748,9.200000000000001,Medium,165.6
3153,3252,E & J GALLO WINERY,18835,Don Miguel Gascon Colosal Rd,11.99,8.16,11.99,750,1489,12150.24,1510.0,18104.9,167.42000000000002,5954.660000000002,32.889770172715686,1.0141034251175285,1.4900857925440156,8.16,Medium,-171.36
