,VendorNumber,VendorName,Brand,Description,ActualPrice,PurchasePrice,SalesPrice,Volume,TotalPurchaseQuantity,TotalPurchaseDollars,TotalSalesQuantity,TotalSalesDollar,TotalExciseTax,GrossProfit,ProfitMargin,StockTurnover,SalesPurchaseRatio,UnitPurchasePrice,OrderSize,UnsoldInventoryValue
2950,17035,PERNOD RICARD USA,21151,Flight Song Svgn Bl,13.99,6.57,12.99,750,2154,14151.78,2144.0,24432.56,239.18,10280.78,42.078194016509116,0.9953574744661096,1.726465504692696,6.57,Large,65.7
2951,4425,MARTIGNETTI COMPANIES,36268,Montinore Pnt Nr Ore,19.99,11.84,17.99,750,1195,14148.800000000001,1203.0,21345.969999999998,133.57,7197.169999999996,33.71676246148569,1.0066945606694562,1.5086770609521654,11.840000000000002,Medium,-94.72
2952,1392,CONSTELLATION BRANDS INC,15911,Primal Roots Red Cal,8.99,5.91,8.99,750,2394,14148.54,2292.0,21219.08,254.65,7070.540000000001,33.32161432069628,0.9573934837092731,1.4997363685581693,5.91,Large,602.82
2953,9552,M S WALKER INC,16203,Simple Life Pnt Nr,9.99,6.89,9.99,750,2051,14131.39,2017.0,15751.23,226.21,1619.8400000000001,10.283895289447239,0.9834227206240859,1.1146270819784891,6.89,Large,234.26
2954,3252,E & J GALLO WINERY,15550,Talbott Pnt Nr Santa Lucia,28.99,19.2,34.99,750,736,14131.2,723.0,21229.77,80.37,7098.57,33.43686719168413,0.9823369565217391,1.5023331351902174,19.2,Medium,249.6
2955,90032,LABELLE VYDS AND WINERY,14381,LaBelle Winery Riesling,15.99,10.52,15.99,750,1343,14128.359999999999,1291.0,20643.09,142.83,6514.730000000001,31.558889681728857,0.9612807148175726,1.461110135925189,10.52,Medium,547.04
2956,9819,TREASURY WINE ESTATES,42884,Beringer Cab Svgn Pvt RSV Np,109.99,72.36,149.99,750,195,14110.2,103.0,15448.970000000001,11.540000000000001,1338.7700000000004,8.665755710574881,0.5282051282051282,1.094879590650735,72.36,Medium,6657.12
2957,516,BANFI PRODUCTS CORP,22192,Placido Chianti,12.99,7.23,10.99,1500,1951,14105.730000000001,1878.0,21919.22,419.55,7813.49,35.646752028584956,0.9625832906201948,1.5539231220220435,7.23,Large,527.7900000000001
2958,90024,VINILANDIA USA,46297,Intorcia Marsala Dry,11.99,7.74,11.99,1000,1822,14102.279999999999,1758.0,21078.42,263.7,6976.139999999999,33.09612390302499,0.964873765093304,1.4946817110424697,7.739999999999999,Large,495.36
2959,8673,STE MICHELLE WINE ESTATES,18380,Antinori Tenuta Marchese,36.99,24.48,41.99,750,576,14100.48,552.0,21272.48,61.1,7172.0,33.714921814475794,0.9583333333333334,1.5086351670297748,24.48,Medium,587.52
2960,3252,E & J GALLO WINERY,15332,Whitehaven Svgn Bl,12.49,8.55,12.49,750,1647,14081.85,1655.0,20670.95,186.44,6589.1,31.876135349367107,1.0048573163327261,1.4679143720462866,8.55,Large,-68.4
2961,1392,CONSTELLATION BRANDS INC,15917,Simply Naked Chard,6.99,4.66,6.99,750,3020,14073.2,2936.0,21846.64,326.39,7773.439999999999,35.58185606573825,0.9721854304635762,1.5523576727396753,4.66,Large,391.44
2962,90010,VINEXTRA INC,17296,Monte Velho Tinto Alentejo R,10.99,7.14,10.99,750,1970,14065.800000000001,1954.0,21474.46,216.56,7408.659999999998,34.499866352867535,0.9918781725888325,1.5267144421220262,7.140000000000001,Large,114.24
2963,9815,WINE GROUP INC,23521,Insurrection Cab/Shiraz,14.99,7.43,10.99,750,1889,14035.27,2266.0,24996.34,251.81,10961.07,43.85069974244229,1.1995764955002648,1.780966094702845,7.430000000000001,Large,-2801.1099999999997
2964,9815,WINE GROUP INC,25901,Cupcake Prosecco,9.99,6.45,9.99,187,2176,14035.2,1737.0,17352.63,50.23,3317.4300000000003,19.117736043470067,0.7982536764705882,1.2363649965800274,6.45,Large,2831.55
2965,3252,E & J GALLO WINERY,8077,Sheffield Very Dry Sherry,9.99,6.84,9.99,1500,2051,14028.84,2052.0,20499.48,456.92,6470.639999999999,31.564898231564896,1.000487567040468,1.4612384202827888,6.84,Large,-6.84
2966,6213,MHW LTD,860,Bols Orange Curacao,10.99,8.79,10.99,1000,1595,14020.050000000001,1564.0,17188.36,1642.2,3168.3099999999995,18.43288132201094,0.980564263322884,1.2259842154628549,8.790000000000001,Large,272.48999999999995
2967,7239,REMY COINTREAU USA INC,4897,Remy Martin VSOP Cognac,4.49,3.28,4.49,50,4273,14015.44,3658.0,16424.420000000002,186.41,2408.9800000000014,14.667062824745111,0.8560730166159607,1.171880440428556,3.2800000000000002,Large,2017.1999999999998
2968,7245,PROXIMO SPIRITS INC.,4391,Matusalem Gran Reserva Rum,29.99,18.1,29.99,750,774,14009.4,766.0,20711.34,603.9,6701.9400000000005,32.35879474722543,0.9896640826873385,1.4783887960940512,18.099999999999998,Medium,144.8
2969,9552,M S WALKER INC,24560,Dom La Fage Tessellae CdRous,12.99,8.6,12.99,750,1629,14009.4,1371.0,15565.29,152.63,1555.8900000000012,9.995894711887804,0.8416206261510129,1.1110604308535699,8.6,Large,2218.7999999999997
2970,8892,TRINCHERO FAMILY ESTATES,16469,Menage a Trois Moscato,7.99,4.79,6.99,750,2924,14005.96,2930.0,21983.7,325.17,7977.740000000002,36.28934164858509,1.0020519835841313,1.5695960862375733,4.79,Large,-28.740000000000002
2971,9165,ULTRA BEVERAGE COMPANY LLP,2029,Springbank 10 Yr Scotch,68.99,51.1,73.99,750,274,14001.400000000001,311.0,21930.89,245.46,7929.489999999998,36.15671776202424,1.135036496350365,1.5663355093062121,51.10000000000001,Medium,-1890.7
2972,4425,MARTIGNETTI COMPANIES,37126,Girard Chard RRV,19.99,12.07,19.99,750,1160,14001.2,1140.0,21936.6,126.51,7935.399999999998,36.17424760446012,0.9827586206896551,1.5667657057966458,12.07,Medium,241.4
2973,4425,MARTIGNETTI COMPANIES,13558,Merry Edwards Pinot Noir RRV,49.99,32.67,49.99,750,428,13982.76,356.0,19355.44,39.5,5372.6799999999985,27.757984318620494,0.8317757009345794,1.3842360163515643,32.67,Medium,2352.2400000000002
2974,660,SAZERAC NORTH AMERICA INC.,756,Barton Long Island Iced Tea,6.99,5.34,6.99,1000,2616,13969.44,2593.0,18125.07,2722.65,4155.629999999999,22.927525245419737,0.9912079510703364,1.2974800707830807,5.34,Large,122.82
2975,1392,CONSTELLATION BRANDS INC,34219,Simi Merlot,16.99,11.18,16.99,750,1249,13963.82,1048.0,18060.52,116.33,4096.700000000001,22.68317855742803,0.8390712570056045,1.2933796052942534,11.18,Medium,2247.18
2976,4425,MARTIGNETTI COMPANIES,25729,Chappellet Mt Cuvee Napa,29.99,19.35,29.99,750,721,13951.349999999999,592.0,17754.079999999998,65.84,3802.7299999999996,21.418907653902654,0.8210818307905686,1.2725707548015066,19.349999999999998,Medium,2496.15
2977,9165,ULTRA BEVERAGE COMPANY LLP,8965,St George Absinthe Verte,54.99,39.85,59.99,750,350,13947.5,342.0,18931.58,269.88,4984.080000000002,26.326804207572753,0.9771428571428571,1.3573457608890482,39.85,Medium,318.8
2978,6785,PALM BAY INTERNATIONAL INC,13766,Yealands Svgn Bl Marlborough,12.99,8.21,12.99,750,1698,13940.58,1615.0,20068.85,179.62,6128.269999999999,30.536229031558854,0.9511189634864546,1.4395993566982148,8.209999999999999,Large,681.4300000000001
2979,6785,PALM BAY INTERNATIONAL INC,19283,Roscato Bianco,9.99,6.89,9.99,750,2022,13931.580000000002,2000.0,21191.0,221.96,7259.419999999998,34.25709027417299,0.9891196834817013,1.5210765756647844,6.890000000000001,Large,151.57999999999998
2980,10754,PERFECTA WINES,15168,Durigutti Malbec Mendoza,14.99,9.73,14.99,750,1430,13913.9,1396.0,21656.04,155.24,7742.140000000001,35.750488085541036,0.9762237762237762,1.5564320571514818,9.73,Medium,330.82
2981,9552,M S WALKER INC,30656,Steele Pnt Nr,16.99,11.64,16.99,750,1194,13898.16,1469.0,26110.309999999998,163.41,12212.149999999998,46.771371155685245,1.230318257956449,1.8786882580140103,11.64,Medium,-3201.0
2982,17031,FLAG HILL WINERY & VINEYARD,5633,Flag Hill Cranberry Liqueur,14.99,11.62,14.99,375,1196,13897.52,1302.0,19516.98,510.13,5619.459999999999,28.792671817053662,1.088628762541806,1.4043498408349115,11.620000000000001,Medium,-1231.72
2983,4692,KOBRAND CORPORATION,24663,M Chiarlo Rovereto Gavi 13,15.99,10.95,15.99,750,1269,13895.55,1057.0,16901.43,117.55,3005.880000000001,17.784767324421665,0.8329393223010244,1.2163196131135507,10.95,Medium,2321.3999999999996
2984,2000,SOUTHERN WINE & SPIRITS NE,12270,Wente Louis Mel Svgn Bl,12.99,8.72,15.99,750,1593,13890.960000000001,1634.0,22722.66,181.15,8831.699999999999,38.86736852111504,1.0257376020087885,1.6357875913543771,8.72,Large,-357.52000000000004
2985,9165,ULTRA BEVERAGE COMPANY LLP,7383,BeatBox Blue Razzberry Rtd,19.99,14.7,19.99,5000,944,13876.8,794.0,15872.06,4168.5,1995.2600000000002,12.570895019298064,0.8411016949152542,1.1437838694799953,14.7,Medium,2205.0
2986,1590,DIAGEO CHATEAU ESTATE WINES,8246,BV Coastal Estate Pnt Nr,8.99,6.12,10.99,750,2266,13867.92,2629.0,23527.71,292.32,9659.789999999999,41.05707695309063,1.1601941747572815,1.6965565131613103,6.12,Large,-2221.56
2987,10754,PERFECTA WINES,23438,Frost Bitten Ice Rsl,12.99,8.55,12.99,375,1620,13851.0,1472.0,19365.28,84.76,5514.279999999999,28.475085307312874,0.908641975308642,1.3981142155801025,8.55,Large,1265.4
2988,9744,FREDERICK WILDMAN & SONS,19175,Melini Chianti DOCG Riserva,11.99,7.38,11.99,750,1875,13837.5,2350.0,28069.5,260.9,14232.0,50.70272003420082,1.2533333333333334,2.028509485094851,7.38,Large,-3505.5
2989,9165,ULTRA BEVERAGE COMPANY LLP,25693,SCV Gold Hills Chard 12,16.49,10.99,16.99,750,1259,13836.41,912.0,15494.88,101.53,1658.4699999999993,10.703342007166235,0.7243844320889595,1.1198627389619127,10.99,Medium,3813.53
2990,4425,MARTIGNETTI COMPANIES,14684,Cherry Pie Stanly Pnt Nr,49.99,29.6,49.99,750,467,13823.199999999999,398.0,19036.02,44.36,5212.8200000000015,27.383980474910203,0.8522483940042827,1.3771066033914001,29.599999999999998,Medium,2042.4
2991,6785,PALM BAY INTERNATIONAL INC,34060,Cavit Pinot Grigio Bottega,13.99,9.08,13.99,750,1520,13801.599999999999,1538.0,21852.62,170.59,8051.02,36.842355744986186,1.0118421052631579,1.5833396127985162,9.079999999999998,Large,-163.44
2992,7239,REMY COINTREAU USA INC,5188,Cointreau Noir Liqueur,36.99,23.7,31.99,750,582,13793.4,683.0,22169.17,538.75,8375.769999999999,37.78116185675873,1.1735395189003437,1.6072302695492047,23.7,Medium,-2393.7
2993,1392,CONSTELLATION BRANDS INC,6296,Taylor Sherry,7.79,5.34,7.79,1500,2582,13787.88,2630.0,20487.7,584.62,6699.8200000000015,32.70166978235722,1.0185902401239348,1.4859209682706842,5.34,Large,-256.32
2994,2242,DELICATO VINEYARDS INC,39358,Bota Box Shiraz Cal,17.99,11.03,21.99,3000,1250,13787.500000000002,1235.0,22837.649999999998,555.75,9050.149999999996,39.62820167574158,0.988,1.656402538531278,11.030000000000001,Medium,165.45
2995,1392,CONSTELLATION BRANDS INC,17910,Estancia Unoaked Chard,9.99,6.57,9.99,750,2098,13783.86,2134.0,22060.66,237.81,8276.8,37.51836980398592,1.017159199237369,1.6004704052420728,6.57,Large,-236.52
2996,3089,SIDNEY FRANK IMPORTING CO,5094,Jagermeister Liqueur,3.49,2.68,3.49,100,5137,13767.16,5373.0,18751.77,559.14,4984.610000000001,26.582077318567798,1.0459412108234378,1.362065233497686,2.68,Large,-632.48
2997,4425,MARTIGNETTI COMPANIES,31847,Saintsbury Carneros Pnt Nr,32.99,21.85,32.99,750,630,13765.5,668.0,22037.32,74.22,8271.82,37.53550794742736,1.0603174603174603,1.6009095201772547,21.85,Medium,-830.3000000000001
2998,8673,STE MICHELLE WINE ESTATES,6460,Columbia Crest Two Vns Chard,6.99,4.76,6.99,750,2881,13713.56,2956.0,21678.44,329.83,7964.879999999999,36.74102011030314,1.026032627559875,1.5808032341711415,4.76,Large,-357.0
2999,9165,ULTRA BEVERAGE COMPANY LLP,38651,Carpineto Chianti Clsc,15.99,10.73,15.99,750,1276,13691.48,1212.0,19843.88,134.27,6152.4000000000015,31.004017359508328,0.9498432601880877,1.449359747813969,10.73,Medium,686.72
3000,7153,PINE STATE TRADING CO,41899,Marietta Old Vine Cve Cal Rd,12.99,8.21,12.99,750,1667,13686.07,1449.0,17838.51,161.33,4152.439999999999,23.27795314743215,0.8692261547690462,1.30340631021177,8.209999999999999,Large,1789.7800000000002
3001,9165,ULTRA BEVERAGE COMPANY LLP,12945,Middle Sister Mischief Maker,9.99,6.75,9.99,750,2027,13682.25,2001.0,20952.99,221.55,7270.740000000002,34.70025041772082,0.9871731623088308,1.531399440881434,6.75,Large,175.5
3002,9815,WINE GROUP INC,31452,Foxhorn SE Cab Svgn Australi,8.99,5.15,8.99,1500,2656,13678.4,2644.0,22218.56,591.4200000000001,8540.160000000002,38.4370544265695,0.9954819277108434,1.6243537255819396,5.1499999999999995,Large,61.800000000000004
3003,12546,JIM BEAM BRANDS COMPANY,878,DeKuyper Green Creme de Ment,9.99,7.46,9.99,1000,1832,13666.72,1858.0,18561.420000000002,1950.9,4894.700000000003,26.37028848008397,1.0141921397379912,1.3581473828394819,7.46,Large,-193.96
3004,3252,E & J GALLO WINERY,11153,Canyon Rd Chard,8.99,5.99,8.99,1500,2280,13657.199999999999,2228.0,20029.719999999998,501.09000000000003,6372.519999999999,31.815322430867727,0.9771929824561404,1.4666051606478634,5.989999999999999,Large,311.48
3005,9165,ULTRA BEVERAGE COMPANY LLP,38644,Bigi Orvieto Amabile,10.99,6.75,10.99,750,2019,13628.25,2034.0,21718.66,226.8,8090.41,37.250962996796304,1.0074294205052006,1.593649955056592,6.75,Large,-101.25
3006,9165,ULTRA BEVERAGE COMPANY LLP,5359,Distroya Spiced Liqueur,21.99,14.28,17.99,750,954,13623.12,1074.0,20213.26,846.91,6590.139999999998,32.603053639046834,1.1257861635220126,1.483746748175161,14.280000000000001,Medium,-1713.6
3007,1392,CONSTELLATION BRANDS INC,46628,Paso Creek Cab Svgn,13.99,9.65,13.99,750,1410,13606.5,1374.0,19984.26,152.22,6377.759999999998,31.91391625209039,0.9744680851063829,1.4687289163267554,9.65,Medium,347.40000000000003
3008,9819,TREASURY WINE ESTATES,32055,Greg Norman Eden Vly Chard,12.99,7.89,11.99,750,1723,13594.470000000001,1629.0,18182.71,181.72,4588.239999999998,25.23408226826473,0.9454439930354034,1.3375078248729078,7.890000000000001,Large,741.66
3009,3252,E & J GALLO WINERY,35668,Redwood Creek Merlot Cal,10.99,7.33,10.99,1500,1854,13589.82,2044.0,21889.56,456.36,8299.740000000002,37.91643139469227,1.1024811218985977,1.6107321509777173,7.33,Large,-1392.7
3010,2242,DELICATO VINEYARDS INC,15255,Bota Mini Pnt Grigio,3.99,2.68,3.99,500,5066,13576.88,4963.0,19802.370000000003,376.52,6225.490000000003,31.438105640890473,0.9796683774180813,1.458536129066472,2.6799999999999997,Large,276.04
3011,90047,CRUSH WINES,22625,True Myth Cab,14.99,6.19,9.29,750,2191,13562.29,1858.0,31105.92,206.96,17543.629999999997,56.39964997016644,0.8480146052031036,2.293559568479954,6.19,Large,2061.27
3012,9165,ULTRA BEVERAGE COMPANY LLP,17308,Novelty Hill Cab Svgn CV,21.99,15.17,21.99,750,893,13546.81,908.0,19610.92,100.75,6064.109999999999,30.922108702702367,1.0167973124300111,1.447641178993431,15.17,Medium,-227.55
3013,516,BANFI PRODUCTS CORP,23870,Col-di-Sasso Sangiovese/Cab,10.99,6.16,8.99,750,2199,13545.84,2223.0,20654.77,247.38,7108.93,34.41786086216405,1.0109140518417463,1.5248054015107222,6.16,Large,-147.84
3014,4425,MARTIGNETTI COMPANIES,24294,La Gr Comtadine Vacqueyras C,19.99,12.98,19.99,750,1043,13538.14,952.0,19030.48,105.77,5492.34,28.86075390636495,0.912751677852349,1.4056938397741492,12.979999999999999,Medium,1181.18
3015,3252,E & J GALLO WINERY,32203,Rancho Zabaco Heritage Znfdl,12.99,8.38,12.99,750,1612,13508.56,1589.0,20794.11,176.21,7285.550000000001,35.036604115299966,0.9857320099255583,1.5393283962169173,8.379999999999999,Large,192.74
3016,9165,ULTRA BEVERAGE COMPANY LLP,998,Corralejo Blanco Tequila,24.99,18.51,24.99,750,729,13493.79,676.0,17507.239999999998,533.13,4013.449999999997,22.92451580032031,0.9272976680384087,1.2974294101212482,18.51,Medium,981.0300000000001
3017,9552,M S WALKER INC,11353,Latour Meursault AC Blanc,50.99,31.75,62.99,750,424,13462.0,397.0,25316.03,44.2,11854.029999999999,46.82420584902135,0.9363207547169812,1.8805548952607338,31.75,Medium,857.25
3018,1273,CALEDONIA SPIRITS INC,3009,Barr Hill Vodka,54.99,43.99,54.99,750,306,13460.94,258.0,13729.42,203.52,268.47999999999956,1.9555086813572573,0.8431372549019608,1.0199451152742676,43.99,Medium,2111.52
3019,9815,WINE GROUP INC,8523,Glen Ellen Chard RSV,4.99,3.22,4.99,750,4180,13459.6,4201.0,20962.99,468.12,7503.390000000001,35.79351037232762,1.005023923444976,1.5574749621088295,3.22,Large,-67.62
3020,4950,LATITUDE BEVERAGE COMPANY,20968,Ninety+Cellars Lot 113 B Red,8.99,5.8,8.99,750,2316,13432.8,2220.0,22827.8,246.33,9395.0,41.15595896231788,0.9585492227979274,1.6994074206420107,5.8,Large,556.8
3021,8320,SHAW ROSS INT L IMP LTD,29427,Gekkeikan Sake Calif,66.99,45.26,66.99,18000,296,13396.96,290.0,19427.1,783.0,6030.139999999999,31.039836105234443,0.9797297297297297,1.4501125628500795,45.26,Medium,271.56
3022,9165,ULTRA BEVERAGE COMPANY LLP,11367,Two Oceans WstrnCape Svgn Bl,9.99,6.07,8.99,750,2207,13396.49,2187.0,21002.13,242.8,7605.640000000001,36.21366023350966,0.9909379247847757,1.5677337869845012,6.07,Large,121.4
3023,4425,MARTIGNETTI COMPANIES,25502,Bouchaine Pnt Nr W Lindsay V,24.99,17.0,24.99,750,787,13379.0,678.0,16943.219999999998,75.3,3564.2199999999975,21.036261112114452,0.8614993646759848,1.2664040660736975,17.0,Medium,1853.0
3024,9744,FREDERICK WILDMAN & SONS,45601,Luigi Bosca Malbec,16.99,11.03,16.99,750,1211,13357.330000000002,1210.0,20776.899999999998,134.49,7419.569999999996,35.71066906035066,0.9991742361684558,1.5554680463835209,11.030000000000001,Medium,11.03
3025,9744,FREDERICK WILDMAN & SONS,8231,Folonari Valpolicella,14.99,9.02,14.99,1500,1480,13349.6,1490.0,20209.1,2342.21,6859.499999999998,33.9426298053847,1.0067567567567568,1.5138356205429375,9.02,Medium,-90.19999999999999
3026,4425,MARTIGNETTI COMPANIES,11891,Penfolds Bin 389 Cab/Shiraz,64.99,39.73,59.99,750,336,13349.28,421.0,27000.79,47.06,13651.51,50.559668809690386,1.2529761904761905,2.022640172353865,39.730000000000004,Medium,-3377.0499999999997
3027,1590,DIAGEO CHATEAU ESTATE WINES,39923,Sterling Vintner Clt Svgn Bl,9.95,6.55,9.99,750,2038,13348.9,2002.0,20291.98,222.16,6943.08,34.21588233380873,0.9823356231599607,1.5201237555154357,6.55,Large,235.79999999999998
3028,10754,PERFECTA WINES,25515,Bootstrap Red,7.99,5.47,7.99,750,2436,13324.92,2436.0,19463.64,272.43,6138.719999999999,31.53942428035044,1.0,1.4606946983546618,5.47,Large,0.0
3029,4425,MARTIGNETTI COMPANIES,24594,Torresella Prosecco Xtra Dry,16.99,8.84,16.99,750,1507,13321.88,1401.0,21863.99,155.24,8542.110000000002,39.06930985606928,0.9296615792966157,1.6412090485727242,8.84,Large,937.04
3030,1392,CONSTELLATION BRANDS INC,15916,Simply Naked Pnt Grigio,6.99,4.57,6.99,750,2909,13294.130000000001,2870.0,21551.3,319.23,8257.169999999998,38.31402281996909,0.9865933310415951,1.6211139803808146,4.57,Large,178.23000000000002
3031,4425,MARTIGNETTI COMPANIES,29489,Hess Collection Chard Napa,19.99,13.6,19.99,750,977,13287.199999999999,901.0,18604.989999999998,99.73,5317.789999999999,28.58260068938494,0.9222108495394064,1.4002190077668732,13.6,Medium,1033.6
3032,90032,LABELLE VYDS AND WINERY,18879,LaBelle Winery Seyval Blanc,14.99,9.99,14.99,750,1329,13276.71,1299.0,19472.01,143.93,6195.299999999999,31.81643805647183,0.9774266365688488,1.4666291573740784,9.99,Medium,299.7
3033,4425,MARTIGNETTI COMPANIES,19394,Dom du Gr Montmirall Gigonda,29.99,19.35,29.99,750,686,13274.099999999999,675.0,20501.25,74.95,7227.1500000000015,35.25224071702945,0.9839650145772595,1.5444549912988452,19.349999999999998,Medium,212.85000000000002
3034,7153,PINE STATE TRADING CO,13445,Dom Pere Caboche Cote Rhone,11.99,7.23,11.99,750,1832,13245.36,1794.0,21411.06,198.84,8165.700000000001,38.13776618252436,0.9792576419213974,1.6164951349000707,7.23,Large,274.74
3035,8112,MOET HENNESSY USA INC,43020,Krug Grande Cuvee Brut,142.99,96.61,142.99,750,137,13235.57,118.0,16872.82,13.14,3637.25,21.556858900883196,0.8613138686131386,1.2748087162094266,96.61,Medium,1835.59
3036,9552,M S WALKER INC,14437,Byron Santa Barbara Pnt Nr,19.99,11.68,19.99,750,1132,13221.76,887.0,16033.13,98.56,2811.369999999999,17.53475459875894,0.7835689045936396,1.2126320550365457,11.68,Medium,2861.6
3037,6215,MOONLIGHT MEADERY,17349,Moonlight Meadery Desire,13.99,9.65,13.99,375,1370,13220.5,1272.0,17795.28,74.62,4574.779999999999,25.707828143193023,0.9284671532846716,1.3460368367308346,9.65,Medium,945.7
3038,8892,TRINCHERO FAMILY ESTATES,43737,Menage a Trois Rose Blend,9.99,5.88,8.99,750,2248,13218.24,2403.0,22850.97,267.1,9632.730000000001,42.15457812075374,1.0689501779359432,1.7287452792504903,5.88,Large,-911.4
3039,3960,DIAGEO NORTH AMERICA INC,895,Sambuca Romana,23.99,18.17,23.99,1000,727,13209.59,739.0,17728.61,775.95,4519.02,25.48998483242623,1.016506189821183,1.3421014581073296,18.17,Medium,-218.04000000000002
3040,3960,DIAGEO NORTH AMERICA INC,1076,Capt Morgan Jack O Blast,0.99,0.76,0.99,50,17380,13208.8,17309.0,17135.91,907.38,3927.1100000000006,22.917428954750584,0.9959148446490219,1.2973101265822786,0.76,Large,53.96
3041,12546,JIM BEAM BRANDS COMPANY,4297,Ronrico Silver Traveler,7.99,5.42,6.99,750,2435,13197.7,3382.0,22072.18,2665.67,8874.48,40.20663115288114,1.388911704312115,1.6724262560900762,5.42,Large,-5132.74
3042,480,BACARDI USA INC,2614,Dewars Special RSV 12-Year,59.99,41.21,53.99,1750,320,13187.199999999999,289.0,16094.11,531.4,2906.9100000000017,18.06194937154028,0.903125,1.2204342089298716,41.209999999999994,Medium,1277.51
3043,12546,JIM BEAM BRANDS COMPANY,184,Hornitos Plata VAP,22.99,13.04,23.99,750,1010,13170.4,1072.0,20719.28,844.33,7548.879999999999,36.434084582089724,1.0613861386138614,1.5731701390997994,13.04,Medium,-808.4799999999999
3044,9165,ULTRA BEVERAGE COMPANY LLP,344,Punt e Mes Sweet Vermouth,19.99,15.74,19.99,750,836,13158.64,774.0,15472.259999999998,610.46,2313.619999999999,14.953342304227043,0.9258373205741627,1.175825161262866,15.739999999999998,Medium,975.88
3045,516,BANFI PRODUCTS CORP,6478,C Y Toro Frontera Merlot,8.99,4.72,8.99,1500,2786,13149.92,3345.0,32049.55,746.53,18899.629999999997,58.970032340547675,1.200646087580761,2.4372429642157516,4.72,Large,-2638.48
3046,3664,WILLIAM GRANT & SONS INC,1019,Drambuie Glass Pack,29.99,20.6,26.99,750,638,13142.8,676.0,18167.239999999998,532.83,5024.439999999999,27.656595057917432,1.0595611285266457,1.382296009982652,20.599999999999998,Medium,-782.8000000000001
3047,9165,ULTRA BEVERAGE COMPANY LLP,18768,Cosentino The Franc,13.99,8.49,12.99,750,1548,13142.52,1379.0,17791.21,153.12,4648.689999999999,26.129139052374732,0.8908268733850129,1.3537137474396082,8.49,Large,1434.81
3048,3252,E & J GALLO WINERY,15466,Mirassou Moscato,8.99,6.03,9.99,750,2177,13127.31,2118.0,21158.82,235.34,8031.51,37.958213170677766,0.9728984841525035,1.6118168916556401,6.029999999999999,Large,355.77000000000004
3049,12546,JIM BEAM BRANDS COMPANY,2988,Sauza 901 Silver Tequila,24.99,18.51,24.99,750,708,13105.08,721.0,18757.789999999997,568.91,5652.709999999997,30.135266467958104,1.018361581920904,1.4313373134692804,18.51,Medium,-240.63000000000002
3050,7255,PSP WINES,20400,Ilauri Le Pinciaie 10 Red,13.99,9.08,13.99,750,1443,13102.439999999999,1397.0,19842.03,155.26,6739.59,33.96623228570868,0.9681219681219682,1.5143767115132754,9.079999999999998,Medium,417.68
3051,9552,M S WALKER INC,21596,Siduri Pnt Nr Sonoma Cst,21.99,14.56,21.99,750,899,13089.44,1985.0,43930.15,221.64000000000001,30840.71,70.2039715320799,2.208008898776418,3.356151982055764,14.56,Medium,-15812.16
3052,2000,SOUTHERN WINE & SPIRITS NE,10702,Kris Pnt Nr delle Venezie,11.99,8.05,12.99,750,1626,13089.3,1582.0,19482.18,176.76000000000002,6392.880000000001,32.813986935753604,0.972939729397294,1.4884050331186542,8.049999999999999,Large,354.20000000000005
3053,653,STATE WINE & SPIRITS,38771,Rob Stuart Big Fire Pnt Gris,16.99,11.4,16.99,750,1148,13087.2,1375.0,21260.25,152.83,8173.049999999999,38.44286873390482,1.1977351916376306,1.6245071520264074,11.4,Medium,-2587.8
3054,2000,SOUTHERN WINE & SPIRITS NE,14433,F Coppola Rosso Bianco Chard,8.99,5.8,11.99,750,2256,13084.8,2244.0,22068.56,248.9,8983.760000000002,40.70841051704326,0.9946808510638298,1.6865798483736858,5.8,Large,69.6
3055,3252,E & J GALLO WINERY,13744,W Hill Est Chard Cntrl Cst,8.99,6.03,8.99,750,2169,13079.07,2165.0,19463.35,243.29000000000002,6384.279999999999,32.80154752393601,0.9981558321807285,1.4881295076790628,6.03,Large,24.12
3056,7245,PROXIMO SPIRITS INC.,585,1800 Reposado Gold Tequila,29.99,22.55,29.99,1000,580,13079.000000000002,553.0,16584.47,580.65,3505.4699999999993,21.137063771106337,0.9534482758620689,1.2680227846165608,22.550000000000004,Medium,608.85
3057,2242,DELICATO VINEYARDS INC,19668,Gnarly Head Malbec,9.99,6.53,9.99,750,2001,13066.53,1984.0,20145.2,220.15,7078.67,35.13824633163235,0.991504247876062,1.541740615144189,6.53,Large,111.01
3058,9165,ULTRA BEVERAGE COMPANY LLP,3292,GlenDronach 1995,169.99,135.99,169.99,750,96,13055.04,107.0,18188.93,84.34,5133.889999999999,28.225354652527663,1.1145833333333333,1.3932496568375126,135.99,Medium,-1495.89
3059,516,BANFI PRODUCTS CORP,37735,Walnut Crest Vnto Pnt Grigio,10.99,7.58,10.99,1500,1722,13052.759999999998,1692.0,19403.08,377.90000000000003,6350.320000000003,32.728412190229605,0.9825783972125436,1.4865116649658772,7.579999999999999,Large,227.4
3060,6359,OLE SMOKY DISTILLERY LLC,1733,Ole Smoky Moonshine Peaches,18.99,14.17,18.99,750,921,13050.57,924.0,15824.759999999998,727.61,2774.1899999999987,17.53069240860524,1.003257328990228,1.2125723244272089,14.17,Medium,-42.51
